קומות במבנה,שנת בנייה,תאריך עסקה,כתובת,גוש/חלקה/תת-חלקה,סוג נכס,חדרים,קומה,"מ""ר",מחיר
16,2008,08/07/2015,חלמיש 8,11196-130-118,דירה בבית קומות,4.5,חמישית,109,"1,800,000 ₪"
3,1970,30/06/2015,בירם 5,11196-2-103,דירה בבית קומות,4,ראשונה,105.9,"1,439,000 ₪"
13,1970,30/06/2015,בירם 3,11196-2-63,דירה בבית קומות,2.5,שלישית,63.6,"905,000 ₪"
16,2008,30/06/2015,חלמיש 6,11196-130-117,דירה בבית קומות,4.5,חמש עשרה,110,"1,865,000 ₪"
0,0,22/06/2015,ללא כתובת,10799-10-1,דירה בבית קומות,4,ראשונה,130,"2,000,000 ₪"
0,0,14/05/2015,ללא כתובת,11195-101-3,דירה בבית קומות,5,ראשונה,127,"2,430,000 ₪"
17,1970,06/05/2015,בירם 11,11196-2-149,דירה בבית קומות,5,תשיעית,104.9,"1,425,000 ₪"
1,2000,30/03/2015,סתוונית 8,10800-14-2,דירה בבית קומות,3,ראשונה,100,"850,000 ₪"
2,2000,11/03/2015,יקינתון 63,11195-3-3,דירה בבית קומות,3,ראשונה,70,"1,600,000 ₪"
5,2003,08/03/2015,שחם 4,11196-121-13,דירה בבית קומות,5,קרקע,93,"2,080,000 ₪"
