קומות במבנה,שנת בנייה,תאריך עסקה,כתובת,גוש/חלקה/תת-חלקה,סוג נכס,חדרים,קומה,"מ""ר",מחיר,שכונה,ריבית בנק ישראל
3.0,1950.0,2021-11-01,זבולון 15,10907-36-19,דירה בבית קומות,2,לא ידוע,25,"360,000 ₪",רמת ויזניץ,0.1
5.0,1970.0,2021-10-20,"האר""י 24",11188-121-22,דירה בבית קומות,3,רביעית,75.5,"990,000 ₪",רמת ויזניץ,0.1
5.0,1970.0,2016-09-08,"האר""י 24",11188-121-22,דירה בבית קומות,3,רביעית,75.5,"740,000 ₪",רמת ויזניץ,0.01
5.0,1970.0,2008-05-13,"האר""י 24",11188-121-22,דירה בבית קומות,3,רביעית,75.5,"300,000 ₪",רמת ויזניץ,0.07
0.0,0.0,2021-10-17,ללא כתובת,11188-61-53,דירה בבית קומות,3,שישית,90,"1,234,000 ₪",רמת ויזניץ,0.1
22.0,1970.0,2021-10-14,הרב קניאל 11,10870-98-108,דירה בבית קומות,3,שמונה עשרה,67.8,"950,000 ₪",רמת ויזניץ,0.1
22.0,1970.0,2012-11-21,הרב קניאל 11,10870-98-108,דירה בבית קומות,3,שמונה עשרה,67.8,"540,000 ₪",רמת ויזניץ,0.03
3.0,1960.0,2021-10-06,"האר""י 16",11188-116-11,דירה בבית קומות,3,ראשונה,75.3,"810,000 ₪",רמת ויזניץ,0.1
3.0,1950.0,2021-08-12,ארנון 6,10907-35-2,דירה בבית קומות,3,ראשונה,54.7,"690,000 ₪",רמת ויזניץ,0.1
3.0,1950.0,2012-01-24,ארנון 6,10907-35-2,דירה בבית קומות,3,ראשונה,54.7,"430,000 ₪",רמת ויזניץ,0.03
22.0,1970.0,2021-07-27,הרב קניאל 11,10870-98-96,דירה בבית קומות,3,שש עשרה,67.8,"980,000 ₪",רמת ויזניץ,0.1
22.0,1970.0,2017-08-16,הרב קניאל 11,10870-98-96,דירה בבית קומות,3,שש עשרה,67.8,"675,000 ₪",רמת ויזניץ,0.01
0.0,0.0,2021-07-04,ללא כתובת,11188-61-42,דירה בבית קומות,5,שניה,111,"1,600,000 ₪",רמת ויזניץ,0.1
0.0,0.0,2021-07-03,ללא כתובת,11188-61-41,לא ידוע,5,שניה,111,"1,600,000 ₪",רמת ויזניץ,0.1
4.0,1940.0,2021-06-24,זבולון 11,10907-31-3,דירה בבית קומות,3,ראשונה,53.44,"773,000 ₪",רמת ויזניץ,0.1
4.0,1940.0,2015-06-22,זבולון 11,10907-31-3,דירה בבית קומות,3,ראשונה,53.44,"588,000 ₪",רמת ויזניץ,0.01
4.0,1940.0,2010-03-04,זבולון 11,10907-31-3,דירה בבית קומות,3,ראשונה,53.44,"425,000 ₪",רמת ויזניץ,0.03
4.0,1940.0,2001-08-28,זבולון 11,10907-31-3,דירה בבית קומות,3,ראשונה,53.44,"262,000 ₪",רמת ויזניץ,0.07
0.0,0.0,2021-06-23,ללא כתובת,11188-61-40,דירת גן,5,רביעית,87,"1,100,000 ₪",רמת ויזניץ,0.1
0.0,0.0,2021-06-23,ללא כתובת,10867-128-2,דירה בבית קומות,2,קרקע,52.95,"500,000 ₪",רמת ויזניץ,0.1
0.0,0.0,2021-06-23,ללא כתובת,10867-128-3,דירה בבית קומות,3,ראשונה,69.45,"750,000 ₪",רמת ויזניץ,0.1
0.0,0.0,2021-06-22,ללא כתובת,10867-127-3,דירה בבית קומות,3,קרקע,50.08,"612,000 ₪",רמת ויזניץ,0.1
0.0,0.0,2017-11-19,ללא כתובת,10867-127-3,דירה בבית קומות,3,קרקע,50.08,"595,000 ₪",רמת ויזניץ,0.01
0.0,0.0,2009-12-31,ללא כתובת,10867-127-3,דירה בבית קומות,3,קרקע,50.08,"155,000 ₪",רמת ויזניץ,0.07
2.0,1950.0,2021-06-14,ארנון 10,10907-43-4,דירה בבית קומות,2,ראשונה,28.9,"440,000 ₪",רמת ויזניץ,0.1
2.0,1950.0,2016-01-04,ארנון 10,10907-43-4,דירה בבית קומות,2,ראשונה,28.9,"430,000 ₪",רמת ויזניץ,0.01
2.0,1950.0,2012-03-12,ארנון 10,10907-43-4,דירה בבית קומות,2,ראשונה,28.9,"270,000 ₪",רמת ויזניץ,0.03
2.0,1950.0,2011-10-09,ארנון 10,10907-43-4,דירה בבית קומות,2,ראשונה,28.9,"250,000 ₪",רמת ויזניץ,0.03
2.0,1950.0,2011-04-13,ארנון 10,10907-43-4,דירה בבית קומות,2,ראשונה,28.9,"180,000 ₪",רמת ויזניץ,0.03
3.0,1960.0,2021-06-08,מקור ברוך 18,11188-84-23,דירת גן,3,קרקע,71.6,"950,000 ₪",רמת ויזניץ,0.1
3.0,1950.0,2021-06-03,זבולון 15,10907-36-20,דירה בבית קומות,2,לא ידוע,30,"500,000 ₪",רמת ויזניץ,0.1
3.0,1950.0,2021-05-12,זבולון 9,10907-30-7,דירה בבית קומות,2,שניה,46.6,"743,000 ₪",רמת ויזניץ,0.1
3.0,1950.0,2015-05-31,זבולון 9,10907-30-7,דירה בבית קומות,2,שניה,46.6,"640,000 ₪",רמת ויזניץ,0.01
3.0,1950.0,2012-10-26,זבולון 9,10907-30-7,דירה בבית קומות,2,שניה,46.6,"420,000 ₪",רמת ויזניץ,0.03
3.0,1950.0,2009-06-10,זבולון 9,10907-30-7,דירה בבית קומות,2,שניה,46.6,"259,000 ₪",רמת ויזניץ,0.07
0.0,0.0,2021-05-09,ללא כתובת,10867-124-12,דירה בבית קומות,3,שניה,46.82,"700,000 ₪",רמת ויזניץ,0.1
0.0,0.0,2021-04-01,ללא כתובת,10867-124-8,דירה בבית קומות,2,ראשונה,60.41,"880,000 ₪",רמת ויזניץ,0.1
0.0,0.0,2021-02-24,ללא כתובת,10867-201-7,דירה בבית קומות,3,ראשונה,84.4,"870,000 ₪",רמת ויזניץ,0.1
0.0,0.0,2021-02-10,ללא כתובת,11188-61-38,דירה בבית קומות,3,שניה,87,"1,050,000 ₪",רמת ויזניץ,0.1
0.0,0.0,2021-02-10,ללא כתובת,11188-61-39,דירה בבית קומות,3,שביעית,87,"1,100,000 ₪",רמת ויזניץ,0.1
8.0,2000.0,2021-01-28,אהבת ישראל 10,11188-128-25,דירה בבית קומות,3,שמינית,74.93,"900,000 ₪",רמת ויזניץ,0.1
8.0,2000.0,2005-04-06,אהבת ישראל 10,11188-128-25,דירה בבית קומות,3,שמינית,74.93,"580,000 ₪",רמת ויזניץ,0.07
0.0,0.0,2021-01-25,ללא כתובת,10867-169-1,דירה בבית קומות,3,קרקע,50.23,"850,000 ₪",רמת ויזניץ,0.1
0.0,0.0,2015-09-04,ללא כתובת,10867-169-1,דירה בבית קומות,3,קרקע,50.23,"800,000 ₪",רמת ויזניץ,0.01
0.0,0.0,2007-01-10,ללא כתובת,10867-169-1,דירה בבית קומות,3,קרקע,50.23,"276,000 ₪",רמת ויזניץ,0.07
0.0,0.0,2004-05-24,ללא כתובת,10867-169-1,דירה בבית קומות,3,קרקע,50.23,"252,000 ₪",רמת ויזניץ,0.07
0.0,0.0,2020-12-31,ללא כתובת,11188-61-37,דירה בבית קומות,5,שלישית,111,"1,440,000 ₪",רמת ויזניץ,0.1
8.0,2010.0,2020-12-17,אהבת ישראל 14,11188-130-13,דירה בבית קומות,3,שישית,79.96,"1,000,000 ₪",רמת ויזניץ,0.1
8.0,2010.0,2014-10-28,אהבת ישראל 14,11188-130-13,דירה בבית קומות,3,שישית,79.96,"750,000 ₪",רמת ויזניץ,0.03
8.0,2010.0,2010-06-16,אהבת ישראל 14,11188-130-13,דירה בבית קומות,3,שישית,79.96,"550,000 ₪",רמת ויזניץ,0.03
6.0,2010.0,2020-12-08,אהבת ישראל 16,11188-131-1,דירה בבית קומות,5,שניה,99.5,"1,770,000 ₪",רמת ויזניץ,0.1
8.0,2000.0,2020-11-29,אהבת ישראל 4,11188-1-12,דירה בבית קומות,4,שניה,118,"1,300,000 ₪",רמת ויזניץ,0.1
0.0,0.0,2020-11-22,ללא כתובת,10867-124-5,דירה בבית קומות,3,ראשונה,46.82,"800,000 ₪",רמת ויזניץ,0.1
0.0,0.0,2010-08-25,ללא כתובת,10867-124-5,דירה בבית קומות,3,ראשונה,46.82,"280,000 ₪",רמת ויזניץ,0.03
0.0,0.0,2010-03-16,ללא כתובת,10867-124-5,דירה בבית קומות,3,ראשונה,46.82,"265,000 ₪",רמת ויזניץ,0.03
0.0,0.0,2020-11-15,ללא כתובת,10867-215-2,דירה בבית קומות,8,ראשונה,249,"1,366,000 ₪",רמת ויזניץ,0.1
0.0,0.0,2020-11-03,ללא כתובת,10867-119-1,דירה בבית קומות,5,ראשונה,300,"800,000 ₪",רמת ויזניץ,0.1
2.0,1935.0,2020-11-01,מיכאל 43,10907-39-9,דירה בבית קומות,3,ראשונה,70,"750,000 ₪",רמת ויזניץ,0.1
22.0,1970.0,2020-11-01,הרב קניאל 11,10870-98-126,דירה בבית קומות,3,עשרים ואחת,67.8,"920,000 ₪",רמת ויזניץ,0.1
22.0,1970.0,2020-10-18,הרב קניאל 11,10870-98-85,דירה בבית קומות,4,ארבע עשרה,83.1,"1,250,000 ₪",רמת ויזניץ,0.1
22.0,1970.0,2020-09-30,הרב קניאל 11,10870-98-87,דירה בבית קומות,3,חמש עשרה,70.7,"865,000 ₪",רמת ויזניץ,0.1
22.0,1970.0,2012-10-05,הרב קניאל 11,10870-98-87,דירה בבית קומות,3,חמש עשרה,70.7,"704,000 ₪",רמת ויזניץ,0.03
0.0,0.0,2020-09-24,ללא כתובת,10867-169-5,דירה בבית קומות,2,שניה,50.23,"815,000 ₪",רמת ויזניץ,0.1
0.0,0.0,2013-04-02,ללא כתובת,10867-169-5,דירה בבית קומות,2,שניה,50.23,"420,000 ₪",רמת ויזניץ,0.03
0.0,0.0,2020-08-31,ללא כתובת,11188-61-54,דירה בבית קומות,4,שלישית,101,"1,260,000 ₪",רמת ויזניץ,0.1
3.0,1960.0,2020-08-31,מקור ברוך 8,11188-98-14,דירה בבית קומות,2.5,שלישית,55.1,"840,000 ₪",רמת ויזניץ,0.1
5.0,1968.0,2020-08-03,מקור ברוך 10,11188-99-4,דירה בבית קומות,3,ראשונה,59,"1,030,300 ₪",רמת ויזניץ,0.1
3.0,1950.0,2020-07-09,זבולון 15,10907-36-21,דירה בבית קומות,1.5,לא ידוע,27,"360,000 ₪",רמת ויזניץ,0.1
22.0,1970.0,2020-07-06,הרב קניאל 11,10870-98-68,דירה בבית קומות,3,אחת עשרה,68.9,"770,000 ₪",רמת ויזניץ,0.1
22.0,1970.0,2010-11-11,הרב קניאל 11,10870-98-68,דירה בבית קומות,3,אחת עשרה,68.9,"620,000 ₪",רמת ויזניץ,0.03
2.0,1950.0,2020-06-21,מיכאל 41,10907-37-8,דירה בבית קומות,2,ראשונה,50.46,"720,000 ₪",רמת ויזניץ,0.1
3.0,1950.0,2020-05-10,זבולון 13,10907-34-12,דירה בבית קומות,3,שלישית,55.1,"815,000 ₪",רמת ויזניץ,0.1
3.0,1950.0,2010-04-18,זבולון 13,10907-34-12,דירה בבית קומות,3,שלישית,55.1,"375,000 ₪",רמת ויזניץ,0.03
4.0,1970.0,2019-12-29,הרב קניאל 1,10870-99-13,דירה בבית קומות,4,שניה,100,"1,125,000 ₪",רמת ויזניץ,0.01
0.0,0.0,2019-12-19,ללא כתובת,10867-3-51,דירה,3,לא ידוע,75,"870,000 ₪",רמת ויזניץ,0.01
0.0,0.0,2019-12-18,ללא כתובת,10867-3-49,דירה,3,לא ידוע,75,"930,000 ₪",רמת ויזניץ,0.01
0.0,0.0,2019-12-18,ללא כתובת,10867-3-48,דירה,3,לא ידוע,75,"870,000 ₪",רמת ויזניץ,0.01
0.0,0.0,2019-12-18,ללא כתובת,10867-3-47,דירה,3,לא ידוע,73,"830,000 ₪",רמת ויזניץ,0.01
0.0,0.0,2019-12-18,ללא כתובת,10867-3-50,דירה,4,לא ידוע,88,"1,070,000 ₪",רמת ויזניץ,0.01
0.0,0.0,2019-12-08,ללא כתובת,11188-61-36,מחסנים,לא ידוע,ראשונה,400,"2,000,000 ₪",רמת ויזניץ,0.01
4.0,1940.0,2019-11-06,זבולון 11,10907-31-7,דירה בבית קומות,3,קומת גג,53.44,"880,000 ₪",רמת ויזניץ,0.01
4.0,1940.0,2012-11-29,זבולון 11,10907-31-7,דירה בבית קומות,3,קומת גג,53.44,"539,000 ₪",רמת ויזניץ,0.03
4.0,1940.0,2008-11-26,זבולון 11,10907-31-7,דירה בבית קומות,3,קומת גג,53.44,"320,000 ₪",רמת ויזניץ,0.07
0.0,0.0,2019-10-28,ללא כתובת,10867-122-10,דירה בבית קומות,3,שלישית,52.4,"840,000 ₪",רמת ויזניץ,0.01
0.0,0.0,2013-10-08,ללא כתובת,10867-122-10,דירה בבית קומות,3,שלישית,52.4,"605,000 ₪",רמת ויזניץ,0.03
0.0,0.0,2012-06-11,ללא כתובת,10867-122-10,דירה בבית קומות,3,שלישית,52.4,"570,000 ₪",רמת ויזניץ,0.03
0.0,0.0,2019-10-22,ללא כתובת,11188-61-35,דירה בבית קומות,5,ראשונה,111,"1,465,000 ₪",רמת ויזניץ,0.01
3.0,1950.0,2019-08-21,זבולון 13,10907-34-11,דירה בבית קומות,3,שלישית,56,"875,000 ₪",רמת ויזניץ,0.01
0.0,0.0,2019-08-12,ללא כתובת,11188-61-55,דירה בבית קומות,5,חמישית,111,"1,510,000 ₪",רמת ויזניץ,0.01
5.0,1970.0,2019-07-08,"האר""י 22",11188-121-9,דירה בבית קומות,2,ראשונה,36.6,"515,000 ₪",רמת ויזניץ,0.01
4.0,1940.0,2019-07-05,ארנון 4,10907-32-3,דירה בבית קומות,2,שניה,55,"600,000 ₪",רמת ויזניץ,0.01
0.0,0.0,2019-06-26,ללא כתובת,11188-61-34,דירה בבית קומות,3,שמינית,82,"1,075,000 ₪",רמת ויזניץ,0.01
0.0,0.0,2019-06-24,ללא כתובת,11188-61-33,דירה בבית קומות,3,שישית,95,"1,150,000 ₪",רמת ויזניץ,0.01
0.0,0.0,2019-06-24,ללא כתובת,11188-61-56,דירה בבית קומות,4,שניה,101,"1,325,000 ₪",רמת ויזניץ,0.01
8.0,2000.0,2019-06-19,אהבת ישראל 10,11188-128-15,דירה בבית קומות,3,שישית,75.05,"1,000,000 ₪",רמת ויזניץ,0.01
0.0,0.0,2019-06-05,ללא כתובת,11188-61-30,דירה בבית קומות,4,ראשונה,101,"1,305,000 ₪",רמת ויזניץ,0.01
0.0,0.0,2019-06-05,ללא כתובת,11188-61-31,דירה בבית קומות,4,רביעית,101,"1,340,000 ₪",רמת ויזניץ,0.01
0.0,0.0,2019-06-05,ללא כתובת,11188-61-32,דירה בבית קומות,5,שמינית,111,"1,480,000 ₪",רמת ויזניץ,0.01
0.0,0.0,2019-05-26,ללא כתובת,11188-61-29,דירה בבית קומות,5,רביעית,111,"1,480,000 ₪",רמת ויזניץ,0.01
0.0,0.0,2019-05-26,ללא כתובת,11188-61-28,דירה בבית קומות,3,שלישית,87,"1,080,000 ₪",רמת ויזניץ,0.01
0.0,0.0,2019-05-26,ללא כתובת,11188-61-27,דירה בבית קומות,3,ראשונה,87,"1,050,000 ₪",רמת ויזניץ,0.01
4.0,1970.0,2019-05-25,הרב קניאל 1,10870-99-12,דירה בבית קומות,4,שניה,100,"1,100,000 ₪",רמת ויזניץ,0.01
0.0,0.0,2019-05-08,ללא כתובת,11188-61-57,דירה בבית קומות,5,שביעית,120,"1,530,000 ₪",רמת ויזניץ,0.01
0.0,0.0,2019-05-07,ללא כתובת,11188-61-26,דירה,5,לא ידוע,111,"1,530,310 ₪",רמת ויזניץ,0.01
0.0,0.0,2019-04-16,ללא כתובת,11188-61-25,דירה בבית קומות,5,שישית,130,"1,496,000 ₪",רמת ויזניץ,0.01
0.0,0.0,2019-04-15,ללא כתובת,11188-61-24,דירה,5,לא ידוע,111,"1,496,640 ₪",רמת ויזניץ,0.01
0.0,0.0,2019-04-14,ללא כתובת,11188-61-58,דירה בבית קומות,3,חמישית,80,"964,140 ₪",רמת ויזניץ,0.01
0.0,0.0,2019-04-13,ללא כתובת,11188-61-22,דירה,4,לא ידוע,101,"1,309,970 ₪",רמת ויזניץ,0.01
0.0,0.0,2019-04-10,ללא כתובת,11188-61-19,דירה בבית קומות,3,תשיעית,95,"1,124,000 ₪",רמת ויזניץ,0.01
0.0,0.0,2019-04-10,ללא כתובת,11188-61-20,דירה בבית קומות,4,שישית,120,"1,302,000 ₪",רמת ויזניץ,0.01
0.0,0.0,2019-04-10,ללא כתובת,11188-61-21,דירה בבית קומות,4,שביעית,120,"1,314,000 ₪",רמת ויזניץ,0.01
0.0,0.0,2019-04-09,ללא כתובת,11188-61-17,דירה,4,לא ידוע,101,"1,302,640 ₪",רמת ויזניץ,0.01
0.0,0.0,2019-04-09,ללא כתובת,11188-61-18,דירה,4,לא ידוע,101,"1,314,200 ₪",רמת ויזניץ,0.01
0.0,0.0,2019-04-09,ללא כתובת,11188-61-16,דירה,3,לא ידוע,83,"1,124,000 ₪",רמת ויזניץ,0.01
0.0,0.0,2019-04-04,ללא כתובת,11188-61-60,דירה בבית קומות,3,שמינית,100,"1,075,000 ₪",רמת ויזניץ,0.01
0.0,0.0,2019-04-04,ללא כתובת,11188-61-15,דירה בבית קומות,3,תשיעית,100,"1,188,000 ₪",רמת ויזניץ,0.01
0.0,0.0,2019-04-03,ללא כתובת,11188-61-11,דירה,3,לא ידוע,82,"1,095,000 ₪",רמת ויזניץ,0.01
0.0,0.0,2019-04-03,ללא כתובת,11188-61-10,דירה,3,לא ידוע,82,"1,075,000 ₪",רמת ויזניץ,0.01
0.0,0.0,2019-04-03,ללא כתובת,11188-61-12,דירה,3,לא ידוע,84,"1,188,938 ₪",רמת ויזניץ,0.01
0.0,0.0,2019-04-03,ללא כתובת,11188-61-14,דירה,4,לא ידוע,101,"1,294,313 ₪",רמת ויזניץ,0.01
0.0,0.0,2019-04-03,ללא כתובת,11188-61-13,דירה,4,לא ידוע,101,"1,270,000 ₪",רמת ויזניץ,0.01
3.0,1950.0,2019-03-25,זבולון 15,10907-36-6,דירה בבית קומות,2,קרקע,41.5,"625,000 ₪",רמת ויזניץ,0.01
3.0,1950.0,2012-12-03,זבולון 15,10907-36-6,דירה בבית קומות,2,קרקע,41.5,"320,000 ₪",רמת ויזניץ,0.03
3.0,1950.0,2010-07-15,זבולון 15,10907-36-6,דירה בבית קומות,2,קרקע,41.5,"285,000 ₪",רמת ויזניץ,0.03
3.0,1950.0,2000-07-19,זבולון 15,10907-36-6,דירה בבית קומות,2,קרקע,41.5,"266,000 ₪",רמת ויזניץ,0.07
0.0,0.0,2019-02-13,ללא כתובת,10867-124-10,דירה בבית קומות,4,שלישית,63,"870,000 ₪",רמת ויזניץ,0.01
0.0,0.0,2016-12-30,ללא כתובת,10867-124-10,דירה בבית קומות,4,שלישית,63,"730,000 ₪",רמת ויזניץ,0.01
0.0,0.0,2012-09-12,ללא כתובת,10867-124-10,דירה בבית קומות,4,שלישית,63,"445,000 ₪",רמת ויזניץ,0.03
0.0,0.0,2009-03-26,ללא כתובת,10867-124-10,דירה בבית קומות,4,שלישית,63,"266,000 ₪",רמת ויזניץ,0.07
0.0,0.0,2019-02-07,ללא כתובת,10867-169-2,דירה בבית קומות,3,ראשונה,50.23,"750,000 ₪",רמת ויזניץ,0.01
3.0,1950.0,2019-02-06,זבולון 13,10907-34-6,דירה בבית קומות,3,ראשונה,50,"650,000 ₪",רמת ויזניץ,0.01
3.0,1950.0,2011-12-01,זבולון 13,10907-34-6,דירה בבית קומות,3,ראשונה,50,"409,000 ₪",רמת ויזניץ,0.03
3.0,1950.0,2009-03-24,זבולון 13,10907-34-6,דירה בבית קומות,3,ראשונה,50,"245,000 ₪",רמת ויזניץ,0.07
3.0,1950.0,2008-05-29,זבולון 13,10907-34-6,דירה בבית קומות,3,ראשונה,50,"168,000 ₪",רמת ויזניץ,0.07
3.0,1950.0,1999-12-29,זבולון 13,10907-34-6,דירה בבית קומות,3,ראשונה,50,"255,000 ₪",רמת ויזניץ,0.15
3.0,1950.0,2019-02-05,זבולון 15,10907-36-22,דירה בבית קומות,2,לא ידוע,25,"345,000 ₪",רמת ויזניץ,0.01
0.0,0.0,2019-02-05,ללא כתובת,10867-216-1,קרקע למגורים,לא ידוע,לא ידוע,249,"550,000 ₪",רמת ויזניץ,0.01
5.0,1970.0,2019-02-01,"האר""י 22",11188-121-13,דירה בבית קומות,3,שלישית,75.5,"375,000 ₪",רמת ויזניץ,0.01
4.0,1970.0,2018-12-31,הרב קניאל 1,10870-99-11,דירה בבית קומות,4,שניה,89,"1,050,000 ₪",רמת ויזניץ,0.01
6.0,2010.0,2018-12-17,אהבת ישראל 16,11188-131-13,דירה בבית קומות,4,שישית,92.96,"1,200,000 ₪",רמת ויזניץ,0.01
6.0,2010.0,2010-05-24,אהבת ישראל 16,11188-131-13,דירה בבית קומות,4,שישית,92.96,"711,000 ₪",רמת ויזניץ,0.03
4.0,1970.0,2018-11-26,הרב קניאל 1,10870-99-10,דירה בבית קומות,4,ראשונה,89,"1,100,000 ₪",רמת ויזניץ,0.01
2.0,1950.0,2018-11-18,ארנון 10,10907-43-1,דירה בבית קומות,2,קרקע,50.6,"630,000 ₪",רמת ויזניץ,0.01
3.0,1950.0,2018-10-23,זבולון 15,10907-36-8,דירה בבית קומות,2,ראשונה,27,"305,000 ₪",רמת ויזניץ,0.01
3.0,1950.0,2010-05-27,זבולון 15,10907-36-8,דירה בבית קומות,2,ראשונה,27,"227,000 ₪",רמת ויזניץ,0.03
2.0,1982.0,2018-10-14,מקור ברוך 15,11188-162-1,דירה בבית קומות,3.5,שניה,98,"1,300,000 ₪",רמת ויזניץ,0.01
